Subcellular.Location	Entry	Gene.Name	Protein.Names
Intracellular	Q8WWM9	CYGB	CYGB_HUMAN
Intracellular	Q9H0L4	CSTF2T	CSTFT_HUMAN
Intracellular	P0DMV2	CT45A9	CT459_HUMAN
Intracellular	Q9H1P6	C20orf85	CMIP1_HUMAN
Intracellular	Q96GG9	DCUN1D1	DCNL1_HUMAN
Intracellular	Q96D03	DDIT4L	DDT4L_HUMAN
Intracellular	Q8TF63	DCANP1	DCNP1_HUMAN
Intracellular	A6NHG4	DDTL	DDTL_HUMAN
Intracellular	P27707	DCK	DCK_HUMAN
Intracellular	Q96AY2	EME1	EME1_HUMAN
Intracellular	P28324	ELK4	ELK4_HUMAN
Intracellular	Q96HP0	DOCK6	DOCK6_HUMAN
Intracellular	Q8IZ81	ELMOD2	ELMD2_HUMAN
Intracellular	Q99504	EYA3	EYA3_HUMAN
Intracellular	O95278	EPM2A	EPM2A_HUMAN
Intracellular	Q8IYM0	FAM186B	F186B_HUMAN
Intracellular	P62495	ETF1	ERF1_HUMAN
Intracellular	Q9Y247	FAM50B	FA50B_HUMAN
Intracellular	P15036	ETS2	ETS2_HUMAN
Intracellular	Q9UHL3	FAM153A	F153A_HUMAN
Intracellular	Q92817	EVPL	EVPL_HUMAN
Intracellular	A0A1B0GVK7	FAM240A	F240A_HUMAN
Intracellular	Q01469	FABP5	FABP5_HUMAN
Intracellular	Q0Z7S8	FABP9	FABP9_HUMAN
Intracellular	P0DP71	FAM236C	F236C_HUMAN
Intracellular	Q9Y6X4	FAM169A	F169A_HUMAN
Intracellular	Q96PS1	FANCD2OS	FACOS_HUMAN
Intracellular	Q16877	PFKFB4	F264_HUMAN
Intracellular	Q9H790	EXO5	EXO5_HUMAN
Intracellular	Q6NXG1	ESRP1	ESRP1_HUMAN
Intracellular	Q9H6T0	ESRP2	ESRP2_HUMAN
Intracellular	Q8NHP7	EXD1	EXD1_HUMAN
Intracellular	Q9H6S3	EPS8L2	ES8L2_HUMAN
Intracellular	Q8IX29	FBXO16	FBX16_HUMAN
Intracellular	Q9HAH7	FBRS	FBRS_HUMAN
Intracellular	Q8TAE8	GADD45GIP1	G45IP_HUMAN
Intracellular	P08631	HCK	HCK_HUMAN
Intracellular	A0A0B4J2D5	GATD3B	GAL3B_HUMAN
Intracellular	Q6P050	FBXL22	FXL22_HUMAN
Intracellular	P42357	HAL	HUTH_HUMAN
Intracellular	Q86X24	HORMAD1	HORM1_HUMAN
Intracellular	Q6YN16	HSDL2	HSDL2_HUMAN
Intracellular	P86397	HTD2	HTD2_HUMAN
Intracellular	Q8N3J3	HROB	HROB_HUMAN
Intracellular	O75506	HSBP1	HSBP1_HUMAN
Intracellular	C9JCN9	HSBP1L1	HSBPL_HUMAN
Intracellular	O43719	HTATSF1	HTSF1_HUMAN
Intracellular	Q9BZ67	FRMD8	FRMD8_HUMAN
Intracellular	Q6ZUT3	FRMD7	FRMD7_HUMAN
Intracellular	O14772	FPGT	FPGT_HUMAN
Intracellular	P52951	GBX2	GBX2_HUMAN
Intracellular	Q92947	GCDH	GCDH_HUMAN
Intracellular	Q8N3Z3	GTPBP8	GTPB8_HUMAN
Intracellular	Q3V6T2	CCDC88A	GRDN_HUMAN
Intracellular	Q9UBI9	HECA	HDC_HUMAN
Intracellular	Q02575	NHLH1	HEN1_HUMAN
Intracellular	Q99714	HSD17B10	HCD2_HUMAN
Intracellular	P51610	HCFC1	HCFC1_HUMAN
Intracellular	Q02577	NHLH2	HEN2_HUMAN
Intracellular	Q76N89	HECW1	HECW1_HUMAN
Intracellular	Q9BTY7	HGH1	HGH1_HUMAN
Intracellular	Q16836	HADH	HCDH_HUMAN
Intracellular	Q9P2W1	PSMC3IP	HOP2_HUMAN
Intracellular	A0A1B0GTS1	HSFX4	HSFX4_HUMAN
Intracellular	Q9NWY4	HPF1	HPF1_HUMAN
Intracellular	Q86YV9	HPS6	HPS6_HUMAN
Intracellular	Q00444	HOXC5	HXC5_HUMAN
Intracellular	P14902	IDO1	I23O1_HUMAN
Intracellular	O00221	NFKBIE	IKBE_HUMAN
Intracellular	Q96GY3	LIN37	LIN37_HUMAN
Intracellular	Q70IA6	MOB2	MOB2_HUMAN
Intracellular	Q96BX8	MOB3A	MOB3A_HUMAN
Intracellular	Q9HD47	RANGRF	MOG1_HUMAN
Intracellular	Q99583	MNT	MNT_HUMAN
Intracellular	Q96A32	MYLPF	MYL11_HUMAN
Intracellular	Q8IXL7	MSRB3	MSRB3_HUMAN
Intracellular	Q9Y483	MTF2	MTF2_HUMAN
Intracellular	Q96DY7	MTBP	MTBP_HUMAN
Intracellular	O94776	MTA2	MTA2_HUMAN
Intracellular	O43347	MSI1	MSI1H_HUMAN
Intracellular	Q9HCI7	MSL2	MSL2_HUMAN
Intracellular	Q86WG5	SBF2	MTMRD_HUMAN
Intracellular	Q9Y217	MTMR6	MTMR6_HUMAN
Intracellular	Q8IUG5	MYO18B	MY18B_HUMAN
Intracellular	Q9BWU0	SLC4A1AP	NADAP_HUMAN
Intracellular	P10243	MYBL1	MYBA_HUMAN
Intracellular	Q9Y623	MYH4	MYH4_HUMAN
Intracellular	A0A0U1RRE5	NBDY	NBDY_HUMAN
Intracellular	O60934	NBN	NBN_HUMAN
Intracellular	P02689	PMP2	MYP2_HUMAN
Intracellular	Q14324	MYBPC2	MYPC2_HUMAN
Intracellular	P20592	MX2	MX2_HUMAN
Intracellular	Q13951	CBFB	PEBB_HUMAN
Intracellular	O15055	PER2	PER2_HUMAN
Intracellular	Q14896	MYBPC3	MYPC3_HUMAN
Intracellular	Q14919	DRAP1	NC2A_HUMAN
Intracellular	Q8NEV4	MYO3A	MYO3A_HUMAN
Intracellular	O14974	PPP1R12A	MYPT1_HUMAN
Intracellular	O60237	PPP1R12B	MYPT2_HUMAN
Intracellular	Q7Z5D8	NANOGNB	NANGN_HUMAN
Intracellular	Q53F19	NCBP3	NCBP3_HUMAN
Intracellular	P14598	NCF1	NCF1_HUMAN
Intracellular	P60323	NANOS3	NANO3_HUMAN
Intracellular	Q9H9S0	NANOG	NANOG_HUMAN
Intracellular	Q86W25	NLRP13	NAL13_HUMAN
Intracellular	Q86W24	NLRP14	NAL14_HUMAN
Intracellular	P56645	PER3	PER3_HUMAN
Intracellular	Q69YL0	NCBP2AS2	NCAS2_HUMAN
Intracellular	Q15788	NCOA1	NCOA1_HUMAN
Intracellular	Q13772	NCOA4	NCOA4_HUMAN
Intracellular	Q96HM7	PCED1B	PED1B_HUMAN
Intracellular	Q9NZM5	NOP53	NOP53_HUMAN
Intracellular	O95178	NDUFB2	NDUB2_HUMAN
Intracellular	P56181	NDUFV3	NDUV3_HUMAN
Intracellular	Q15270	NKX1-1	NKX11_HUMAN
Intracellular	Q9P032	NDUFAF4	NDUF4_HUMAN
Intracellular	Q5TEU4	NDUFAF5	NDUF5_HUMAN
Intracellular	Q8TAU0	NKX2-3	NKX23_HUMAN
Intracellular	P0CG21	NHLRC4	NHLC4_HUMAN
Intracellular	Q6P4R8	NFRKB	NFRKB_HUMAN
Intracellular	Q9UMY1	NOL7	NOL7_HUMAN
Intracellular	O75414	NME6	NDK6_HUMAN
Intracellular	Q6P3R8	NEK5	NEK5_HUMAN
Intracellular	Q13952	NFYC	NFYC_HUMAN
Intracellular	Q92686	NRGN	NEUG_HUMAN
Intracellular	Q9UH17	APOBEC3B	ABC3B_HUMAN
Intracellular	Q9UDR5	AASS	AASS_HUMAN
Intracellular	Q9Y615	ACTL7A	ACL7A_HUMAN
Intracellular	O94805	ACTL6B	ACL6B_HUMAN
Intracellular	Q8NHS2	GOT1L1	AATC2_HUMAN
Intracellular	P17174	GOT1	AATC_HUMAN
Intracellular	Q9H7C9	AAMDC	AAMDC_HUMAN
Intracellular	Q9BXI3	NT5C1A	5NT1A_HUMAN
Intracellular	A2AJT9	BCLAF3	BCLA3_HUMAN
Intracellular	Q8N6M5	ALLC	ALLC_HUMAN
Intracellular	Q9GZX7	AICDA	AICDA_HUMAN
Intracellular	Q8TCU4	ALMS1	ALMS1_HUMAN
Intracellular	Q9NZD4	AHSP	AHSP_HUMAN
Intracellular	Q96L96	ALPK3	ALPK3_HUMAN
Intracellular	Q3SY69	ALDH1L2	AL1L2_HUMAN
Intracellular	Q3KRA9	ALKBH6	ALKB6_HUMAN
Intracellular	Q96HD9	ACY3	ACY3_HUMAN
Intracellular	Q9H9G7	AGO3	AGO3_HUMAN
Intracellular	Q99996	AKAP9	AKAP9_HUMAN
Intracellular	Q9HCK5	AGO4	AGO4_HUMAN
Intracellular	P63267	ACTG2	ACTH_HUMAN
Intracellular	Q6ULP2	AFTPH	AFTIN_HUMAN
Intracellular	P09525	ANXA4	ANXA4_HUMAN
Intracellular	Q9UNK9	ANGEL1	ANGE1_HUMAN
Intracellular	P18846	ATF1	ATF1_HUMAN
Intracellular	Q8IYJ2	C10orf67	CJ067_HUMAN
Intracellular	Q8WXI3	ASB10	ASB10_HUMAN
Intracellular	Q96DX5	ASB9	ASB9_HUMAN
Intracellular	Q8N3C0	ASCC3	ASCC3_HUMAN
Intracellular	Q9H765	ASB8	ASB8_HUMAN
Intracellular	Q9NVP2	ASF1B	ASF1B_HUMAN
Intracellular	Q9NR48	ASH1L	ASH1L_HUMAN
Intracellular	P30043	BLVRB	BLVRB_HUMAN
Intracellular	Q12830	BPTF	BPTF_HUMAN
Intracellular	Q96GS4	BORCS6	BORC6_HUMAN
Intracellular	P41182	BCL6	BCL6_HUMAN
Intracellular	Q8ND23	CARMIL3	CARL3_HUMAN
Intracellular	Q8IYL3	C1orf174	CA174_HUMAN
Intracellular	Q86WA6	BPHL	BPHL_HUMAN
Intracellular	Q5VU69	C1orf189	CP141_HUMAN
Intracellular	P22676	CALB2	CALB2_HUMAN
Intracellular	Q0VFZ6	CCDC173	CF210_HUMAN
Intracellular	Q9P287	BCCIP	BCCIP_HUMAN
Intracellular	A0A096LP49	CCDC187	CC187_HUMAN
Intracellular	Q8WY36	BBX	BBX_HUMAN
Intracellular	A1A4V9	CCDC189	CF119_HUMAN
Intracellular	A0A1B0GTI1	CCDC201	CC201_HUMAN
Intracellular	A6NC98	CCDC88B	CC88B_HUMAN
Intracellular	Q6NZI2	CAVIN1	CAVN1_HUMAN
Intracellular	P31944	CASP14	CASPE_HUMAN
Intracellular	Q8WU43	C2orf15	CB015_HUMAN
Intracellular	Q9Y6Q1	CAPN6	CAN6_HUMAN
Intracellular	Q86UW7	CADPS2	CAPS2_HUMAN
Intracellular	Q9GZR7	DDX24	DDX24_HUMAN
Intracellular	Q86UT8	CENATAC	CATAC_HUMAN
Intracellular	Q8TC90	CCER1	CCER1_HUMAN
Intracellular	Q9BXL7	CARD11	CAR11_HUMAN
Intracellular	P53701	HCCS	CCHL_HUMAN
Intracellular	Q9Y2G2	CARD8	CARD8_HUMAN
Intracellular	P17844	DDX5	DDX5_HUMAN
Intracellular	Q9NP86	CABP5	CABP5_HUMAN
Intracellular	Q8N4T8	CBR4	CBR4_HUMAN
Intracellular	O00257	CBX4	CBX4_HUMAN
Intracellular	O95503	CBX6	CBX6_HUMAN
Intracellular	P07451	CA3	CAH3_HUMAN
Intracellular	Q2M243	CCDC27	CCD27_HUMAN
Intracellular	Q9Y3M2	CBY1	CBY1_HUMAN
Intracellular	Q7Z7K6	CENPV	CENPV_HUMAN
Intracellular	Q00535	CDK5	CDK5_HUMAN
Intracellular	Q6ZRC1	C4orf50	CD050_HUMAN
Intracellular	Q5JTW2	CEP78	CEP78_HUMAN
Intracellular	Q96MT8	CEP63	CEP63_HUMAN
Intracellular	P55273	CDKN2D	CDN2D_HUMAN
Intracellular	O60308	CEP104	CE104_HUMAN
Intracellular	Q6P656	CFAP161	CF161_HUMAN
Intracellular	Q96MH7	C5orf34	CE034_HUMAN
Intracellular	Q9C0D2	CEP295	CE295_HUMAN
Intracellular	Q9BSY4	CHCHD5	CHCH5_HUMAN
Intracellular	Q96BP2	CHCHD1	CHCH1_HUMAN
Intracellular	Q12873	CHD3	CHD3_HUMAN
Intracellular	P32929	CTH	CGL_HUMAN
Intracellular	Q96MT7	CFAP44	CFA44_HUMAN
Intracellular	Q8NDM7	CFAP43	CFA43_HUMAN
Intracellular	Q9NRG0	CHRAC1	CHRC1_HUMAN
Intracellular	Q6P1X6	C8orf82	CH082_HUMAN
Intracellular	Q9BS16	CENPK	CENPK_HUMAN
Intracellular	O14578	CIT	CTRO_HUMAN
Intracellular	Q8WZ74	CTTNBP2	CTTB2_HUMAN
Intracellular	Q8NHU0	CT45A3	CT453_HUMAN
Intracellular	Q92567	FAM168A	F168A_HUMAN
Intracellular	P32321	DCTD	DCTD_HUMAN
Intracellular	Q66K64	DCAF15	DCA15_HUMAN
Intracellular	Q96EY1	DNAJA3	DNJA3_HUMAN
Intracellular	Q9NQL9	DMRT3	DMRT3_HUMAN
Intracellular	Q96SC8	DMRTA2	DMTA2_HUMAN
Intracellular	Q9Y485	DMXL1	DMXL1_HUMAN
Intracellular	Q155Q3	DIXDC1	DIXC1_HUMAN
Intracellular	Q9NVM6	DNAJC17	DJC17_HUMAN
Intracellular	Q6P3W2	DNAJC24	DJC24_HUMAN
Intracellular	O60318	MCM3AP	GANP_HUMAN
Intracellular	Q9NX36	DNAJC28	DJC28_HUMAN
Intracellular	Q9H5Z1	DHX35	DHX35_HUMAN
Intracellular	Q8IY37	DHX37	DHX37_HUMAN
Intracellular	O60832	DKC1	DKC1_HUMAN
Intracellular	Q9Y315	DERA	DEOC_HUMAN
Intracellular	Q86YH6	PDSS2	DLP1_HUMAN
Intracellular	Q6ICB0	DESI1	DESI1_HUMAN
Intracellular	Q9NP97	DYNLRB1	DLRB1_HUMAN
Intracellular	O15117	FYB1	FYB1_HUMAN
Intracellular	P49366	DHPS	DHYS_HUMAN
Intracellular	P15924	DSP	DESP_HUMAN
Intracellular	Q9BY27	DGCR6L	DGC6L_HUMAN
Intracellular	P06241	FYN	FYN_HUMAN
Intracellular	Q16854	DGUOK	DGUOK_HUMAN
Intracellular	P09622	DLD	DLDH_HUMAN
Intracellular	Q14129	DGCR6	DGCR6_HUMAN
Intracellular	Q14C86	GAPVD1	GAPD1_HUMAN
Intracellular	O60610	DIAPH1	DIAP1_HUMAN
Intracellular	Q12959	DLG1	DLG1_HUMAN
Intracellular	P51570	GALK1	GALK1_HUMAN
Intracellular	P56177	DLX1	DLX1_HUMAN
Intracellular	Q8TCE6	DENND10	DEN10_HUMAN
Intracellular	A4D1U4	DENND11	DEN11_HUMAN
Intracellular	Q9Y6T7	DGKB	DGKB_HUMAN
Intracellular	Q13268	DHRS2	DHRS2_HUMAN
Intracellular	Q68D51	DENND2C	DEN2C_HUMAN
Intracellular	Q9H6A0	DENND2D	DEN2D_HUMAN
Intracellular	O14490	DLGAP1	DLGP1_HUMAN
Intracellular	Q9BTZ2	DHRS4	DHRS4_HUMAN
Intracellular	Q9Y394	DHRS7	DHRS7_HUMAN
Intracellular	Q5KSL6	DGKK	DGKK_HUMAN
Intracellular	O75912	DGKI	DGKI_HUMAN
Intracellular	O95886	DLGAP3	DLGP3_HUMAN
Intracellular	P52824	DGKQ	DGKQ_HUMAN
Intracellular	Q8NEG7	DENND6B	DEN6B_HUMAN
Intracellular	O94850	DDN	DEND_HUMAN
Intracellular	Q00796	SORD	DHSO_HUMAN
Intracellular	Q9P2K8	EIF2AK4	E2AK4_HUMAN
Intracellular	A0A1W2PPF3	DUXB	DUXB_HUMAN
Intracellular	Q8IZS6	DYNLT2	DYLT2_HUMAN
Intracellular	Q86UW9	DTX2	DTX2_HUMAN
Intracellular	Q9BVM2	DPCD	DPCD_HUMAN
Intracellular	A0A087WX78	ELOA3CP	Other
Intracellular	Q9Y3B6	EMC9	EMC9_HUMAN
Intracellular	O43281	EFS	EFS_HUMAN
Intracellular	P19419	ELK1	ELK1_HUMAN
Intracellular	Q8N8S7	ENAH	ENAH_HUMAN
Intracellular	P49411	TUFM	EFTU_HUMAN
Intracellular	P0DPD7	EEF1AKMT4	EFMT4_HUMAN
Intracellular	Q5JRC9	FAM47A	FA47A_HUMAN
Intracellular	O15083	ERC2	ERC2_HUMAN
Intracellular	A0A1B0GVM5	ETDC	ETDC_HUMAN
Intracellular	Q9Y6I3	EPN1	EPN1_HUMAN
Intracellular	Q75N03	CBLL1	HAKAI_HUMAN
Intracellular	Q96EK7	FAM120B	F120B_HUMAN
Intracellular	Q969W3	FAM104A	VCF1_HUMAN
Intracellular	P38117	ETFB	ETFB_HUMAN
Intracellular	Q6PEV8	FAM199X	F199X_HUMAN
Intracellular	Q96AQ9	FAM131C	F131C_HUMAN
Intracellular	O75616	ERAL1	ERAL1_HUMAN
Intracellular	Q6ZN32	ETV3L	ETV3L_HUMAN
Intracellular	Q96M60	FAM227B	F227B_HUMAN
Intracellular	Q9H501	ESF1	ESF1_HUMAN
Intracellular	Q86W67	FAM228A	F228A_HUMAN
Intracellular	Q9BXW9	FANCD2	FACD2_HUMAN
Intracellular	P12104	FABP2	FABPI_HUMAN
Intracellular	Q8TF76	HASPIN	HASP_HUMAN
Intracellular	A6NKC0	FAM90A7P	F90A7_HUMAN
Intracellular	Q9UJM3	ERRFI1	ERRFI_HUMAN
Intracellular	O94927	HAUS5	HAUS5_HUMAN
Intracellular	Q13451	FKBP5	FKBP5_HUMAN
Intracellular	O75344	FKBP6	FKBP6_HUMAN
Intracellular	Q5T1M5	FKBP15	FKB15_HUMAN
Intracellular	O14556	GAPDHS	G3PT_HUMAN
Intracellular	Q7L622	G2E3	G2E3_HUMAN
Intracellular	Q9Y2L6	FRMD4B	FRM4B_HUMAN
Intracellular	P98177	FOXO4	FOXO4_HUMAN
Intracellular	O60443	GSDME	GSDME_HUMAN
Intracellular	Q68CZ6	HAUS3	HAUS3_HUMAN
Intracellular	P13378	HOXD8	HXD8_HUMAN
Intracellular	Q6P2M8	PNCK	KCC1B_HUMAN
Intracellular	Q693B1	KCTD11	KCD11_HUMAN
Intracellular	Q8WVC0	LEO1	LEO1_HUMAN
Intracellular	O95751	LDOC1	LDOC1_HUMAN
Intracellular	Q5T5A8	LCE3C	LCE3C_HUMAN
Intracellular	Q6ZMR3	LDHAL6A	LDH6A_HUMAN
Intracellular	Q96JN0	LCOR	LCOR_HUMAN
Intracellular	Q13330	MTA1	MTA1_HUMAN
Intracellular	Q9UBS0	RPS6KB2	KS6B2_HUMAN
Intracellular	Q969R5	L3MBTL2	LMBL2_HUMAN
Intracellular	Q8N309	LRRC43	LRC43_HUMAN
Intracellular	O75444	MAF	MAF_HUMAN
Intracellular	Q15843	NEDD8	NEDD8_HUMAN
Intracellular	Q9UI17	DMGDH	M2GD_HUMAN
Intracellular	Q9ULC4	MCTS1	MCTS1_HUMAN
Intracellular	Q9BRK4	LZTS2	LZTS2_HUMAN
Intracellular	Q9NPI8	FANCF	FANCF_HUMAN
Intracellular	Q9NYY8	FASTKD2	FAKD2_HUMAN
Intracellular	O14976	GAK	GAK_HUMAN
Intracellular	Q6ZQY3	GADL1	GADL1_HUMAN
Intracellular	Q6PCT2	FBXL19	FXL19_HUMAN
Intracellular	P41250	GARS1	GARS_HUMAN
Intracellular	O95073	FSBP	FSBP_HUMAN
Intracellular	O75593	FOXH1	FOXH1_HUMAN
Intracellular	O00358	FOXE1	FOXE1_HUMAN
Intracellular	Q6ZQN5	FOXI2	FOXI2_HUMAN
Intracellular	Q01167	FOXK2	FOXK2_HUMAN
Intracellular	Q6ZUU3	FOXL2NB	FOXNB_HUMAN
Intracellular	P32314	FOXN2	FOXN2_HUMAN
Intracellular	P02794	FTH1	FRIH_HUMAN
Intracellular	Q9P2Q2	FRMD4A	FRM4A_HUMAN
Intracellular	Q9C009	FOXQ1	FOXQ1_HUMAN
Intracellular	Q6PIV2	FOXR1	FOXR1_HUMAN
Intracellular	P10070	GLI2	GLI2_HUMAN
Intracellular	Q9NWU2	GID8	GID8_HUMAN
Intracellular	Q9H840	GEMIN7	GEMI7_HUMAN
Intracellular	Q9BYX4	IFIH1	IFIH1_HUMAN
Intracellular	Q5VTD9	GFI1B	GFI1B_HUMAN
Intracellular	Q9NZI8	IGF2BP1	IF2B1_HUMAN
Intracellular	P63211	GNGT1	GBG1_HUMAN
Intracellular	O75603	GCM2	GCM2_HUMAN
Intracellular	O43716	GATC	GATC_HUMAN
Intracellular	Q9GZV4	EIF5A2	IF5A2_HUMAN
Intracellular	Q6ZS86	GK5	GLPK5_HUMAN
Intracellular	O60234	GMFG	GMFG_HUMAN
Intracellular	Q5TA45	INTS11	INT11_HUMAN
Intracellular	O75367	MACROH2A1	H2AY_HUMAN
Intracellular	P21695	GPD1	GPDA_HUMAN
Intracellular	Q96NT3	GUCD1	GUCD1_HUMAN
Intracellular	Q3KP66	INAVA	INAVA_HUMAN
Intracellular	P16403	H1-2	H12_HUMAN
Intracellular	Q6B0K9	HBM	HBM_HUMAN
Intracellular	Q01546	KRT76	K22O_HUMAN
Intracellular	Q8N442	GUF1	GUF1_HUMAN
Intracellular	A4D2P6	GRID2IP	GRD2I_HUMAN
Intracellular	Q9NZI5	GRHL1	GRHL1_HUMAN
Intracellular	Q86UP8	GTF2IRD2	GTD2A_HUMAN
Intracellular	O75031	HSF2BP	HSF2B_HUMAN
Intracellular	Q3ZCW2	LGALSL	LEGL_HUMAN
Intracellular	Q6NVY1	HIBCH	HIBCH_HUMAN
Intracellular	Q8IV36	HID1	HID1_HUMAN
Intracellular	P52790	HK3	HXK3_HUMAN
Intracellular	P09630	HOXC6	HXC6_HUMAN
Intracellular	Q68E01	INTS3	INT3_HUMAN
Intracellular	P19013	KRT4	K2C4_HUMAN
Intracellular	P24723	PRKCH	KPCL_HUMAN
Intracellular	A0A0U1RQI7	KLF18	KLF18_HUMAN
Intracellular	Q99612	KLF6	KLF6_HUMAN
Intracellular	Q13237	PRKG2	KGP2_HUMAN
Intracellular	Q5T749	KPRP	KPRP_HUMAN
Intracellular	Q8IXQ5	KLHL7	KLHL7_HUMAN
Intracellular	Q17RG1	KCTD19	KCD19_HUMAN
Intracellular	Q9P0J7	KCMF1	KCMF1_HUMAN
Intracellular	Q14678	KANK1	KANK1_HUMAN
Intracellular	Q6PKG0	LARP1	LARP1_HUMAN
Intracellular	Q4G0J3	LARP7	LARP7_HUMAN
Intracellular	P58340	MLF1	MLF1_HUMAN
Intracellular	Q14847	LASP1	LASP1_HUMAN
Intracellular	A8MZ59	LEUTX	LEUTX_HUMAN
Intracellular	Q8IUZ0	LRRC49	LRC49_HUMAN
Intracellular	P02545	LMNA	LMNA_HUMAN
Intracellular	Q9UPQ0	LIMCH1	LIMC1_HUMAN
Intracellular	Q9UGP4	LIMD1	LIMD1_HUMAN
Intracellular	Q14764	MVP	MVP_HUMAN
Intracellular	O95777	LSM8	LSM8_HUMAN
Intracellular	A1A4G5	LNP1	LNP1_HUMAN
Intracellular	Q5VU43	PDE4DIP	MYOME_HUMAN
Intracellular	O43795	MYO1B	MYO1B_HUMAN
Intracellular	Q9H094	NBPF3	NBPF3_HUMAN
Intracellular	Q9BVC4	MLST8	LST8_HUMAN
Intracellular	Q14693	LPIN1	LPIN1_HUMAN
Intracellular	Q6P3W6	NBPF10	NBPFA_HUMAN
Intracellular	O75335	PPFIA4	LIPA4_HUMAN
Intracellular	O94832	MYO1D	MYO1D_HUMAN
Intracellular	Q9NPC6	MYOZ2	MYOZ2_HUMAN
Intracellular	P0DPF2	NBPF20	NBPFK_HUMAN
Intracellular	B4DH59	NBPF26	NBPFP_HUMAN
Intracellular	Q8TDC0	MYOZ3	MYOZ3_HUMAN
Intracellular	Q969G2	LHX4	LHX4_HUMAN
Intracellular	O43283	MAP3K13	M3K13_HUMAN
Intracellular	Q12852	MAP3K12	M3K12_HUMAN
Intracellular	Q99683	MAP3K5	M3K5_HUMAN
Intracellular	Q9UQ49	NEU3	NEUR3_HUMAN
Intracellular	Q8WWR8	NEU4	NEUR4_HUMAN
Intracellular	Q86UR1	NOXA1	NOXA1_HUMAN
Intracellular	Q8NFA2	NOXO1	NOXO1_HUMAN
Intracellular	Q5QGS0	NEXMIF	NEXMI_HUMAN
Intracellular	Q92979	EMG1	NEP1_HUMAN
Intracellular	Q9Y2I1	NISCH	NISCH_HUMAN
Intracellular	P55209	NAP1L1	NP1L1_HUMAN
Intracellular	Q0ZGT2	NEXN	NEXN_HUMAN
Intracellular	Q9ULW6	NAP1L2	NP1L2_HUMAN
Intracellular	Q92886	NEUROG1	NGN1_HUMAN
Intracellular	Q99457	NAP1L3	NP1L3_HUMAN
Intracellular	Q86X76	NIT1	NIT1_HUMAN
Intracellular	Q9H2A3	NEUROG2	NGN2_HUMAN
Intracellular	Q9Y4Z2	NEUROG3	NGN3_HUMAN
Intracellular	Q99733	NAP1L4	NP1L4_HUMAN
Intracellular	Q96NT1	NAP1L5	NP1L5_HUMAN
Intracellular	Q8NCF5	NFATC2IP	NF2IP_HUMAN
Intracellular	Q9NQR4	NIT2	NIT2_HUMAN
Intracellular	Q9Y4A8	NFE2L3	NF2L3_HUMAN
Intracellular	P55769	SNU13	NH2L1_HUMAN
Intracellular	Q9NZP6	NPAP1	NPAP1_HUMAN
Intracellular	Q99742	NPAS1	NPAS1_HUMAN
Intracellular	Q9Y239	NOD1	NOD1_HUMAN
Intracellular	Q8IUM7	NPAS4	NPAS4_HUMAN
Intracellular	Q13469	NFATC2	NFAC2_HUMAN
Intracellular	Q12968	NFATC3	NFAC3_HUMAN
Intracellular	Q9NPP4	NLRC4	NLRC4_HUMAN
Intracellular	Q9Y314	NOSIP	NOSIP_HUMAN
Intracellular	Q86WI3	NLRC5	NLRC5_HUMAN
Intracellular	O94916	NFAT5	NFAT5_HUMAN
Intracellular	P59044	NLRP6	NLRP6_HUMAN
Intracellular	P12036	NEFH	NFH_HUMAN
Intracellular	Q86UT6	NLRX1	NLRX1_HUMAN
Intracellular	Q9BZQ4	NMNAT2	NMNA2_HUMAN
Intracellular	Q12857	NFIA	NFIA_HUMAN
Intracellular	Q96T66	NMNAT3	NMNA3_HUMAN
Intracellular	O00712	NFIB	NFIB_HUMAN
Intracellular	P08651	NFIC	NFIC_HUMAN
Intracellular	Q16649	NFIL3	NFIL3_HUMAN
Intracellular	A0A5F9ZHS7	NFILZ	NFILZ_HUMAN
Intracellular	Q9HBL8	NMRAL1	NMRL1_HUMAN
Intracellular	O14777	NDC80	NDC80_HUMAN
Intracellular	Q14938	NFIX	NFIX_HUMAN
Intracellular	Q9Y2Q5	LAMTOR2	LTOR2_HUMAN
Intracellular	Q13562	NEUROD1	NDF1_HUMAN
Intracellular	Q15784	NEUROD2	NDF2_HUMAN
Intracellular	Q9HD90	NEUROD4	NDF4_HUMAN
Intracellular	Q96NK8	NEUROD6	NDF6_HUMAN
Intracellular	P40261	NNMT	NNMT_HUMAN
Intracellular	P62166	NCS1	NCS1_HUMAN
Intracellular	P48681	NES	NEST_HUMAN
Intracellular	A8MQ27	NEURL1B	NEU1B_HUMAN
Intracellular	Q9BQP7	MGME1	MGME1_HUMAN
Intracellular	Q16659	MAPK6	MK06_HUMAN
Intracellular	P35658	NUP214	NU214_HUMAN
Intracellular	Q9H1E3	NUCKS1	NUCKS_HUMAN
Intracellular	P20393	NR1D1	NR1D1_HUMAN
Intracellular	Q8TD08	MAPK15	MK15_HUMAN
Intracellular	Q6ZN04	MEX3B	MEX3B_HUMAN
Intracellular	Q8NFP7	NUDT10	NUD10_HUMAN
Intracellular	P55055	NR1H2	NR1H2_HUMAN
Intracellular	Q8N3F8	MICALL1	MILK1_HUMAN
Intracellular	Q8IY33	MICALL2	MILK2_HUMAN
Intracellular	Q7L2J0	MEPCE	MEPCE_HUMAN
Intracellular	Q9H000	MKRN2	MKRN2_HUMAN
Intracellular	P35240	NF2	MERL_HUMAN
