Subcellular.Location	Entry	Gene.Name	Protein.Names
TM.protein	P08574	CYC1	CY1_HUMAN
TM.protein	A0A1B0GV90	CTXND2	CTXD2_HUMAN
TM.protein	Q9Y3D6	FIS1	FIS1_HUMAN
TM.protein	A6NL05	FAM74A7	F74A7_HUMAN
TM.protein	Q9NVH0	EXD2	EXD2_HUMAN
TM.protein	P30273	FCER1G	FCERG_HUMAN
TM.protein	Q02505	MUC3A	MUC3A_HUMAN
TM.protein	O95168	NDUFB4	NDUB4_HUMAN
TM.protein	Q8IYS0	GRAMD1C	ASTRC_HUMAN
TM.protein	Q9UN42	ATP1B4	AT1B4_HUMAN
TM.protein	Q5T7R7	C1orf185	CA185_HUMAN
TM.protein	A0A1B0GVN3	C2orf92	CB092_HUMAN
TM.protein	Q5VV42	CDKAL1	CDKAL_HUMAN
TM.protein	Q9NXW2	DNAJB12	DJB12_HUMAN
TM.protein	Q9Y5T4	DNAJC15	DJC15_HUMAN
TM.protein	Q5JX69	FAM209B	F209B_HUMAN
TM.protein	P31513	FMO3	FMO3_HUMAN
TM.protein	Q6ZMQ8	AATK	LMTK1_HUMAN
TM.protein	Q9BYC5	FUT8	FUT8_HUMAN
TM.protein	Q9NZM1	MYOF	MYOF_HUMAN
TM.protein	O15165	LDLRAD4	LRAD4_HUMAN
TM.protein	O75438	NDUFB1	NDUB1_HUMAN
TM.protein	Q9NQX5	NPDC1	NPDC1_HUMAN
TM.protein	P16435	POR	NCPR_HUMAN
TM.protein	Q8NAN2	MIGA1	MIGA1_HUMAN
TM.protein	Q9UHE5	NAT8	NAT8_HUMAN
TM.protein	Q9NUB4	C20orf141	CT141_HUMAN
TM.protein	Q53EP0	FNDC3B	FND3B_HUMAN
TM.protein	Q8TBM8	DNAJB14	DJB14_HUMAN
TM.protein	Q9H819	DNAJC18	DJC18_HUMAN
TM.protein	Q14802	FXYD3	FXYD3_HUMAN
TM.protein	Q96LL9	DNAJC30	DJC30_HUMAN
TM.protein	P59646	FXYD4	FXYD4_HUMAN
TM.protein	Q7Z6J6	FRMD5	FRMD5_HUMAN
TM.protein	P48060	GLIPR1	GLIP1_HUMAN
TM.protein	O75923	DYSF	DYSF_HUMAN
TM.protein	Q5RGS3	FAM74A1	F74A1_HUMAN
TM.protein	A1L0T0	ILVBL	HACL2_HUMAN
TM.protein	Q6PHW0	IYD	IYD1_HUMAN
TM.protein	Q9BT22	ALG1	ALG1_HUMAN
TM.protein	P27824	CANX	CALX_HUMAN
TM.protein	Q96EU7	C1GALT1C1	C1GLC_HUMAN
TM.protein	A8MXV6	CDRT15L2	CD15L_HUMAN
TM.protein	Q15392	DHCR24	DHC24_HUMAN
TM.protein	P60606	CTXN1	CTXN1_HUMAN
TM.protein	Q96FL9	GALNT14	GLT14_HUMAN
TM.protein	Q14789	GOLGB1	GOGB1_HUMAN
TM.protein	Q9H0H0	INTS2	INT2_HUMAN
TM.protein	Q9BR39	JPH2	JPH2_HUMAN
TM.protein	P49895	DIO1	IOD1_HUMAN
TM.protein	Q5T6X4	FAM162B	F162B_HUMAN
TM.protein	Q96D05	FAM241B	F241B_HUMAN
TM.protein	P51841	GUCY2F	GUC2F_HUMAN
TM.protein	Q9H665	IGFLR1	IGFR1_HUMAN
TM.protein	Q01628	IFITM3	IFM3_HUMAN
TM.protein	Q8TCY5	MRAP	MRAP_HUMAN
TM.protein	P59773	MINAR2	MNARL_HUMAN
TM.protein	P24311	COX7B	COX7B_HUMAN
TM.protein	Q96RT6	CTAGE1	CTGE2_HUMAN
TM.protein	Q8IX94	CTAGE4	CTGE4_HUMAN
TM.protein	P12074	COX6A1	CX6A1_HUMAN
TM.protein	P0C2L3	FAM163B	F163B_HUMAN
TM.protein	Q96J86	CYYR1	CYYR1_HUMAN
TM.protein	P57679	EVC	EVC_HUMAN
TM.protein	A6NFA0	FAM205C	S31F3_HUMAN
TM.protein	Q96T52	IMMP2L	IMP2L_HUMAN
TM.protein	Q6GPH6	ITPRIPL1	IPIL1_HUMAN
TM.protein	P55073	DIO3	IOD3_HUMAN
TM.protein	Q4ZG55	GREB1	GREB1_HUMAN
TM.protein	Q8NHJ6	LILRB4	LIRB4_HUMAN
TM.protein	P13164	IFITM1	IFM1_HUMAN
TM.protein	Q07820	MCL1	MCL1_HUMAN
TM.protein	Q8N112	LSMEM2	LSME2_HUMAN
TM.protein	Q15738	NSDHL	NSDHL_HUMAN
TM.protein	Q8IXI2	RHOT1	MIRO1_HUMAN
TM.protein	O15239	NDUFA1	NDUA1_HUMAN
TM.protein	E5RHQ5	NPIPB11	NPB11_HUMAN
TM.protein	A6NJU9	NPIPB13	NPB13_HUMAN
TM.protein	Q9UG56	PISD	PISD_HUMAN
TM.protein	C9JG80	NPIPB4	NPIB4_HUMAN
TM.protein	Q9Y5L2	HILPDA	HLPDA_HUMAN
TM.protein	Q2LD37	KIAA1109	BLTP1_HUMAN
TM.protein	P50851	LRBA	LRBA_HUMAN
TM.protein	P09848	LCT	LPH_HUMAN
TM.protein	P50281	MMP14	MMP14_HUMAN
TM.protein	Q9H195	MUC3B	MUC3B_HUMAN
TM.protein	Q8WZA1	POMGNT1	PMGT1_HUMAN
TM.protein	Q9HCJ2	LRRC4C	LRC4C_HUMAN
TM.protein	O00483	NDUFA4	NDUA4_HUMAN
TM.protein	Q9UHF3	NAT8B	NAT8B_HUMAN
TM.protein	P42167	TMPO	LAP2B_HUMAN
TM.protein	Q13505	MTX1	MTX1_HUMAN
TM.protein	Q96AG4	LRRC59	LRC59_HUMAN
TM.protein	Q96LU7	MYRFL	MRFL_HUMAN
TM.protein	Q9NXE4	SMPD4	NSMA3_HUMAN
TM.protein	Q16821	PPP1R3A	PPR3A_HUMAN
TM.protein	O96011	PEX11B	PX11B_HUMAN
TM.protein	A6NNC1		P12LL_HUMAN
TM.protein	Q8N912	NRAC	NRAC_HUMAN
TM.protein	P26678	PLN	PPLA_HUMAN
TM.protein	Q6P1Q0	LETMD1	LTMD1_HUMAN
TM.protein	Q68G75	LEMD1	LEMD1_HUMAN
TM.protein	Q8N8F7	LSMEM1	LSME1_HUMAN
TM.protein	Q9HC10	OTOF	OTOF_HUMAN
TM.protein	O15173	PGRMC2	PGRC2_HUMAN
TM.protein	O00264	PGRMC1	PGRC1_HUMAN
TM.protein	Q969W9	PMEPA1	PMEPA_HUMAN
TM.protein	A0A1B0GV85	REELD1	RELD1_HUMAN
TM.protein	Q9UK00	C3orf18	CC018_HUMAN
TM.protein	Q6UWU4	C6orf89	CF089_HUMAN
TM.protein	Q8WVX3	C4orf3	CD003_HUMAN
TM.protein	Q6ZSA7	LRRC55	LRC55_HUMAN
TM.protein	O95202	LETM1	LETM1_HUMAN
TM.protein	P49257	LMAN1	LMAN1_HUMAN
TM.protein	Q5VT99	LRRC38	LRC38_HUMAN
TM.protein	O95167	NDUFA3	NDUA3_HUMAN
TM.protein	Q9HCU5	PREB	PREB_HUMAN
TM.protein	A8MRT5	NPIPB5	NPIB5_HUMAN
TM.protein	O43561	LAT	LAT_HUMAN
TM.protein	Q8IWV1	LAX1	LAX1_HUMAN
TM.protein	O95976	IGSF6	IGSF6_HUMAN
TM.protein	Q9UKM7	MAN1B1	MA1B1_HUMAN
TM.protein	O76095	JTB	JTB_HUMAN
TM.protein	O95169	NDUFB8	NDUB8_HUMAN
TM.protein	O95298	NDUFC2	NDUC2_HUMAN
TM.protein	O43677	NDUFC1	NDUC1_HUMAN
TM.protein	P42857	NSG1	NSG1_HUMAN
TM.protein	Q9P0J0	NDUFA13	NDUAD_HUMAN
TM.protein	Q86XE3	MICU3	MICU3_HUMAN
TM.protein	Q9NQG6	MIEF1	MID51_HUMAN
TM.protein	Q8IXI1	RHOT2	MIRO2_HUMAN
TM.protein	Q96FB5	METTL25B	MT25B_HUMAN
TM.protein	Q7L5N7	LPCAT2	PCAT2_HUMAN
TM.protein	Q8NA58	PNLDC1	PNDC1_HUMAN
TM.protein	O00168	FXYD1	PLM_HUMAN
TM.protein	Q86T96	RNF180	RN180_HUMAN
TM.protein	M0QZC1	RNF225	RN225_HUMAN
TM.protein	Q8N7X8	SIGLECL1	SIGL1_HUMAN
TM.protein	Q96HG1	SMIM10	SIM10_HUMAN
TM.protein	Q9BVW6	SMIM2	SMIM2_HUMAN
TM.protein	A6NFE2	SMCO2	SMCO2_HUMAN
TM.protein	Q8N6Q1	TMCO5A	TMC5A_HUMAN
TM.protein	Q96N35	LINC00052	TMM83_HUMAN
TM.protein	A2RUT3	TMEM89	TMM89_HUMAN
TM.protein	Q6UXU6	TMEM92	TMM92_HUMAN
TM.protein	Q3KNT9	TMEM95	TMM95_HUMAN
TM.protein	Q9Y2Y6	TMEM98	TMM98_HUMAN
TM.protein	Q13445	TMED1	TMED1_HUMAN
TM.protein	P32856	STX2	STX2_HUMAN
TM.protein	Q9UBI4	STOML1	STML1_HUMAN
TM.protein	A2A2V5	SERTM1	SRTM1_HUMAN
TM.protein	Q9Y5M8	SRPRB	SRPRB_HUMAN
TM.protein	O15482	TEX28	TEX28_HUMAN
TM.protein	Q9BSE4	HERPUD2	HERP2_HUMAN
TM.protein	Q9HDC5	JPH1	JPH1_HUMAN
TM.protein	Q92813	DIO2	IOD2_HUMAN
TM.protein	Q9NRY6	PLSCR3	PLS3_HUMAN
TM.protein	Q16647	PTGIS	PTGIS_HUMAN
TM.protein	O75787	ATP6AP2	RENR_HUMAN
TM.protein	P60468	SEC61B	SC61B_HUMAN
TM.protein	Q6UWF3	SCIMP	SCIMP_HUMAN
TM.protein	Q6PCB7	SLC27A1	S27A1_HUMAN
TM.protein	A6NLX4	TMEM210	TM210_HUMAN
TM.protein	O95183	VAMP5	VAMP5_HUMAN
TM.protein	P57105	SYNJ2BP	SYJ2B_HUMAN
TM.protein	Q96KF7	SMIM8	SMIM8_HUMAN
TM.protein	Q9NZ42	PSENEN	PEN2_HUMAN
TM.protein	Q8IZV5	RDH10	RDH10_HUMAN
TM.protein	Q96A25	TMEM106A	T106A_HUMAN
TM.protein	O75324	SNN	SNN_HUMAN
TM.protein	Q8NDY8	TMEM52	TMM52_HUMAN
TM.protein	Q9BZD7	PRRG3	TMG3_HUMAN
TM.protein	O94966	USP19	UBP19_HUMAN
TM.protein	Q96JX3	SERAC1	SRAC1_HUMAN
TM.protein	Q9BQ49	SMIM7	SMIM7_HUMAN
TM.protein	Q629K1	TRIQK	TRIQK_HUMAN
TM.protein	P61266	STX1B	STX1B_HUMAN
TM.protein	Q13277	STX3	STX3_HUMAN
TM.protein	O43752	STX6	STX6_HUMAN
TM.protein	Q9H0A3	TMEM191A	T191A_HUMAN
TM.protein	P0C7N4	TMEM191B	T191B_HUMAN
TM.protein	A6NGB0	TMEM191C	T191C_HUMAN
TM.protein	Q8IXB3	TRARG1	TARG1_HUMAN
TM.protein	P0DI80	SMIM6	SMIM6_HUMAN
TM.protein	Q71RC9	SMIM5	SMIM5_HUMAN
TM.protein	O15270	SPTLC2	SPTC2_HUMAN
TM.protein	Q52LC2	ATP6AP1L	VAS1L_HUMAN
TM.protein	Q969F0	FATE1	FATE1_HUMAN
TM.protein	Q96F15	GIMAP5	GIMA5_HUMAN
TM.protein	Q8N201	INTS1	INT1_HUMAN
TM.protein	Q8NCQ3	LINC00301	NC301_HUMAN
TM.protein	Q9H0X9	OSBPL5	OSBL5_HUMAN
TM.protein	Q8N6L0	KASH5	KASH5_HUMAN
TM.protein	Q9Y2A7	NCKAP1	NCKP1_HUMAN
TM.protein	Q9Y328	NSG2	NSG2_HUMAN
TM.protein	P0C6T2	OST4	OST4_HUMAN
TM.protein	Q9NRQ2	PLSCR4	PLS4_HUMAN
TM.protein	Q6ZS82	RGS9BP	R9BP_HUMAN
TM.protein	Q8IXX5	TMEM183A	T183A_HUMAN
TM.protein	Q1AE95	TMEM183BP	T183B_HUMAN
TM.protein	Q96LZ7	RMDN2	RMD2_HUMAN
TM.protein	Q96TC7	RMDN3	RMD3_HUMAN
TM.protein	Q9BQE4	SELENOS	SELS_HUMAN
TM.protein	P62341	SELENOT	SELT_HUMAN
TM.protein	Q9H9V4	RNF122	RN122_HUMAN
TM.protein	Q8TC41	RNF217	RN217_HUMAN
TM.protein	Q5TZJ5	SPATA31A1	S31A1_HUMAN
TM.protein	Q5VYP0	SPATA31A3	S31A3_HUMAN
TM.protein	Q5VU36	SPATA31A5	S31A5_HUMAN
TM.protein	Q5VVP1	SPATA31A6	S31A6_HUMAN
TM.protein	Q8IWB4	SPATA31A7	S31A7_HUMAN
TM.protein	P0DKV0	SPATA31C1	S31C1_HUMAN
TM.protein	B4DYI2	SPATA31C2	S31C2_HUMAN
TM.protein	Q6ZQQ2	SPATA31D1	S31D1_HUMAN
TM.protein	P0C874	SPATA31D3	S31D3_HUMAN
TM.protein	Q6ZUB0	SPATA31D4	S31D4_HUMAN
TM.protein	P0DJ93	SMIM13	SIM13_HUMAN
TM.protein	Q96QK8	SMIM14	SIM14_HUMAN
TM.protein	Q5K4L6	SLC27A3	S27A3_HUMAN
TM.protein	Q8IYR6	TMEFF1	TEFF1_HUMAN
TM.protein	Q6UX34	SNORC	SNORC_HUMAN
TM.protein	Q3B7S5	SMIM21	SMI21_HUMAN
TM.protein	Q9BZL3	SMIM3	SMIM3_HUMAN
TM.protein	Q8WVI0	SMIM4	UQCC5_HUMAN
TM.protein	Q14BN4	SLMAP	SLMAP_HUMAN
TM.protein	A8MYB1	TMCO5B	TMC5B_HUMAN
TM.protein	Q9P0U1	TOMM7	TOM7_HUMAN
TM.protein	Q8WZ04	TOMT	TOMT_HUMAN
TM.protein	Q9Y3Q3	TMED3	TMED3_HUMAN
TM.protein	Q9H1E5	TMX4	TMX4_HUMAN
TM.protein	Q9Y6X1	SERP1	SERP1_HUMAN
TM.protein	Q8N6R1	SERP2	SERP2_HUMAN
TM.protein	Q5T292	TMEM273	TM273_HUMAN
TM.protein	Q9Y3A6	TMED5	TMED5_HUMAN
TM.protein	Q8NF37	LPCAT1	PCAT1_HUMAN
TM.protein	Q7Z6L0	PRRT2	PRRT2_HUMAN
TM.protein	A6NCQ9	RNF222	RN222_HUMAN
TM.protein	Q9H5Y7	SLITRK6	SLIK6_HUMAN
TM.protein	Q13190	STX5	STX5_HUMAN
TM.protein	Q6J9G0	STYK1	STYK1_HUMAN
TM.protein	O94901	SUN1	SUN1_HUMAN
TM.protein	Q8TC36	SUN5	SUN5_HUMAN
TM.protein	O15269	SPTLC1	SPTC1_HUMAN
TM.protein	Q96BY9	SARAF	SARAF_HUMAN
TM.protein	P67812	SEC11A	SC11A_HUMAN
TM.protein	O75396	SEC22B	SC22B_HUMAN
TM.protein	Q8NHP6	MOSPD2	MSPD2_HUMAN
TM.protein	Q5T1S8	NCMAP	NCMAP_HUMAN
TM.protein	O43676	NDUFB3	NDUB3_HUMAN
TM.protein	O43674	NDUFB5	NDUB5_HUMAN
TM.protein	E9PQ53	NDUFC2-KCTD14	NDUCR_HUMAN
TM.protein	Q9NX14	NDUFB11	NDUBB_HUMAN
TM.protein	F8W0I5	NPIPB12	NPB12_HUMAN
TM.protein	Q92617	NPIPB3	NPIB3_HUMAN
TM.protein	Q6ZSY5	PPP1R3F	PPR3F_HUMAN
TM.protein	Q5QGT7	RTP2	RTP2_HUMAN
TM.protein	Q96DX8	RTP4	RTP4_HUMAN
TM.protein	Q6ZV29	PNPLA7	PLPL7_HUMAN
TM.protein	Q6XYQ8	SYT10	SYT10_HUMAN
TM.protein	Q8NB59	SYT14	SYT14_HUMAN
TM.protein	Q9BQS2	SYT15	SYT15_HUMAN
TM.protein	Q8NF91	SYNE1	SYNE1_HUMAN
TM.protein	Q8WXH0	SYNE2	SYNE2_HUMAN
TM.protein	Q6ZMZ3	SYNE3	SYNE3_HUMAN
TM.protein	Q8N205	SYNE4	SYNE4_HUMAN
TM.protein	Q9BQG1	SYT3	SYT3_HUMAN
TM.protein	Q9H7V2	SYNDIG1	SYNG1_HUMAN
TM.protein	O00445	SYT5	SYT5_HUMAN
TM.protein	Q5T7P8	SYT6	SYT6_HUMAN
TM.protein	O43581	SYT7	SYT7_HUMAN
TM.protein	Q8NBV8	SYT8	SYT8_HUMAN
TM.protein	Q86SS6	SYT9	SYT9_HUMAN
TM.protein	Q9BY50	SEC11C	SC11C_HUMAN
TM.protein	P0C7V7	SEC11B	SC11B_HUMAN
TM.protein	Q9Y6D0	SELENOK	SELK_HUMAN
TM.protein	O00453	LST1	LST1_HUMAN
TM.protein	Q7Z419	RNF144B	R144B_HUMAN
TM.protein	Q5SGD2	PPM1L	PPM1L_HUMAN
TM.protein	Q12981	BNIP1	SEC20_HUMAN
TM.protein	A2RU48	SMCO3	SMCO3_HUMAN
TM.protein	Q86Y82	STX12	STX12_HUMAN
TM.protein	Q92537	SUSD6	SUSD6_HUMAN
Intracellular	O60494	CUBN	CUBN_HUMAN
Intracellular	Q02817	MUC2	MUC2_HUMAN
Intracellular	P06731	CEACAM5	CEAM5_HUMAN
Intracellular	Q7RTU9	STRC	STRC_HUMAN
Intracellular	Q8IWV2	CNTN4	CNTN4_HUMAN
Intracellular	P15586	GNS	GNS_HUMAN
Intracellular	Q8IWU5	SULF2	SULF2_HUMAN
Intracellular	A1E959	ODAM	ODAM_HUMAN
Intracellular	P31997	CEACAM8	CEAM8_HUMAN
Intracellular	Q9P232	CNTN3	CNTN3_HUMAN
Intracellular	O00754	MAN2B1	MA2B1_HUMAN
Intracellular	P23515	OMG	OMGP_HUMAN
Intracellular	Q8NFP4	MDGA1	MDGA1_HUMAN
Intracellular	Q8IWU6	SULF1	SULF1_HUMAN
Intracellular	Q9BXF9	TEKT3	TEKT3_HUMAN
Intracellular	P17600	SYN1	SYN1_HUMAN
Intracellular	Q12860	CNTN1	CNTN1_HUMAN
Intracellular	Q14264	ERV3-1	ENR1_HUMAN
Intracellular	Q9Y4L1	HYOU1	HYOU1_HUMAN
Intracellular	O94779	CNTN5	CNTN5_HUMAN
Intracellular	Q6P4A8	PLBD1	PLBL1_HUMAN
Intracellular	P55290	CDH13	CAD13_HUMAN
Intracellular	O00462	MANBA	MANBA_HUMAN
Intracellular	P78333	GPC5	GPC5_HUMAN
Intracellular	Q9BZQ6	EDEM3	EDEM3_HUMAN
Intracellular	Q96AY3	FKBP10	FKB10_HUMAN
Intracellular	O60477	BRINP1	BRNP1_HUMAN
Intracellular	P16278	GLB1	BGAL_HUMAN
Intracellular	P10253	GAA	LYAG_HUMAN
Intracellular	P22304	IDS	IDS_HUMAN
Intracellular	Q7Z589	EMSY	EMSY_HUMAN
Intracellular	O95497	VNN1	VNN1_HUMAN
Intracellular	P42785	PRCP	PCP_HUMAN
Intracellular	P08047	SP1	SP1_HUMAN
Intracellular	Q9GZU5	NYX	NYX_HUMAN
Intracellular	P15848	ARSB	ARSB_HUMAN
Intracellular	A4D0V7	CPED1	CPED1_HUMAN
Intracellular	P35475	IDUA	IDUA_HUMAN
Intracellular	P54802	NAGLU	ANAG_HUMAN
Intracellular	P11678	EPX	PERE_HUMAN
Intracellular	P05164	MPO	PERM_HUMAN
Intracellular	Q13510	ASAH1	ASAH1_HUMAN
Intracellular	P14625	HSP90B1	ENPL_HUMAN
Intracellular	P07738	BPGM	PMGE_HUMAN
Intracellular	Q16236	NFE2L2	NF2L2_HUMAN
Intracellular	P49790	NUP153	NU153_HUMAN
Intracellular	P38571	LIPA	LICH_HUMAN
Intracellular	P68871	HBB	HBB_HUMAN
Intracellular	Q9HAT2	SIAE	SIAE_HUMAN
Intracellular	Q14982	OPCML	OPCM_HUMAN
Intracellular	Q8NHP8	PLBD2	PLBL2_HUMAN
Intracellular	A3KMH1	VWA8	VWA8_HUMAN
Intracellular	O14773	TPP1	TPP1_HUMAN
Intracellular	O43895	XPNPEP2	XPP2_HUMAN
Intracellular	P51688	SGSH	SPHM_HUMAN
Intracellular	A8MTB9	CEACAM18	CEA18_HUMAN
Intracellular	O75106	AOC2	AOC2_HUMAN
Intracellular	Q9UPA5	BSN	BSN_HUMAN
Intracellular	P31749	AKT1	AKT1_HUMAN
Intracellular	Q9UBX1	CTSF	CATF_HUMAN
Intracellular	P04062	GBA	GBA1_HUMAN
Intracellular	Q8N158	GPC2	GPC2_HUMAN
Intracellular	P17050	NAGA	NAGAB_HUMAN
Intracellular	Q96CW9	NTNG2	NTNG2_HUMAN
Intracellular	Q9UMR5	PPT2	PPT2_HUMAN
Intracellular	Q8N807	PDILT	PDILT_HUMAN
Intracellular	P11831	SRF	SRF_HUMAN
Intracellular	Q9NZV5	SELENON	SELN_HUMAN
Intracellular	P07602	PSAP	SAP_HUMAN
Intracellular	Q4LDE5	SVEP1	SVEP1_HUMAN
Intracellular	Q02809	PLOD1	PLOD1_HUMAN
Intracellular	Q9NYU1	UGGT2	UGGG2_HUMAN
Intracellular	P08236	GUSB	BGLR_HUMAN
Intracellular	Q10588	BST1	BST1_HUMAN
Intracellular	P00736	C1R	C1R_HUMAN
Intracellular	Q96EG1	ARSG	ARSG_HUMAN
Intracellular	P31751	AKT2	AKT2_HUMAN
Intracellular	Q9H3G5	CPVL	CPVL_HUMAN
Intracellular	P16444	DPEP1	DPEP1_HUMAN
Intracellular	O75330	HMMR	HMMR_HUMAN
Intracellular	Q01459	CTBS	DIAC_HUMAN
Intracellular	Q9BV94	EDEM2	EDEM2_HUMAN
Intracellular	Q96ID5	IGSF21	IGS21_HUMAN
Intracellular	O95302	FKBP9	FKBP9_HUMAN
Intracellular	Q8WZ79	DNASE2B	DNS2B_HUMAN
Intracellular	Q6UWR7	ENPP6	ENPP6_HUMAN
Intracellular	O14792	HS3ST1	HS3S1_HUMAN
Intracellular	O00115	DNASE2	DNS2A_HUMAN
Intracellular	Q8NBL1	POGLUT1	PGLT1_HUMAN
Intracellular	P35354	PTGS2	PGH2_HUMAN
Intracellular	Q8IVL8	CPO	CBPO_HUMAN
Intracellular	Q92820	GGH	GGH_HUMAN
Intracellular	Q86YB8	ERO1B	ERO1B_HUMAN
Intracellular	Q99538	LGMN	LGMN_HUMAN
Intracellular	P07686	HEXB	HEXB_HUMAN
Intracellular	Q9Y2I2	NTNG1	NTNG1_HUMAN
Intracellular	Q5T4B2	CERCAM	GT253_HUMAN
Intracellular	Q9UPV9	TRAK1	TRAK1_HUMAN
Intracellular	Q8IYK4	COLGALT2	GT252_HUMAN
Intracellular	O43280	TREH	TREA_HUMAN
Intracellular	P36952	SERPINB5	SPB5_HUMAN
Intracellular	Q02083	NAAA	NAAA_HUMAN
Intracellular	Q9Y6M0	PRSS21	TEST_HUMAN
Intracellular	P08670	VIM	VIME_HUMAN
Intracellular	P05120	SERPINB2	PAI2_HUMAN
Intracellular	P23219	PTGS1	PGH1_HUMAN
Intracellular	P06280	GLA	AGAL_HUMAN
Intracellular	P15289	ARSA	ARSA_HUMAN
Intracellular	P10645	CHGA	CMGA_HUMAN
Intracellular	O00451	GFRA2	GFRA2_HUMAN
Intracellular	P04066	FUCA1	FUCO_HUMAN
Intracellular	Q96S16	JMJD8	JMJD8_HUMAN
Intracellular	P05783	KRT18	K1C18_HUMAN
Intracellular	O95479	H6PD	G6PE_HUMAN
Intracellular	Q99519	NEU1	NEUR1_HUMAN
Intracellular	Q9NPE2	NGRN	NGRN_HUMAN
Intracellular	P31327	CPS1	CPSM_HUMAN
Intracellular	O43921	EFNA2	EFNA2_HUMAN
Intracellular	P06865	HEXA	HEXA_HUMAN
Intracellular	P50897	PPT1	PPT1_HUMAN
Intracellular	Q9Y2G5	POFUT2	OFUT2_HUMAN
Intracellular	Q9UHG3	PCYOX1	PCYOX_HUMAN
Intracellular	Q13087	PDIA2	PDIA2_HUMAN
Intracellular	P09923	ALPI	PPBI_HUMAN
Intracellular	Q32P28	P3H1	P3H1_HUMAN
Intracellular	Q8NBJ5	COLGALT1	GT251_HUMAN
Intracellular	O14756	HSD17B6	H17B6_HUMAN
Intracellular	Q2MV58	TCTN1	TECT1_HUMAN
Intracellular	Q9H306	MMP27	MMP27_HUMAN
Intracellular	Q86UN3	RTN4RL2	R4RL2_HUMAN
Intracellular	P08582	MELTF	TRFM_HUMAN
Intracellular	P08238	HSP90AB1	HS90B_HUMAN
Intracellular	P60953	CDC42	CDC42_HUMAN
Intracellular	P61586	RHOA	RHOA_HUMAN
Intracellular	P63000	RAC1	RAC1_HUMAN
Intracellular	A0A0B4J276	TRAV25	TVA25_HUMAN
Intracellular	O14656	TOR1A	TOR1A_HUMAN
Intracellular	A0A075B6V5	TRAV36DV7	TVA36_HUMAN
Intracellular	A0A0B4J266	TRAV41	TVA41_HUMAN
Intracellular	A0A075B6U4	TRAV7	TVA7_HUMAN
Intracellular	A0A0B4J262	TRAV8-6	TVA86_HUMAN
Intracellular	A0A087WT03	TRAV26-1	TVAZ1_HUMAN
Intracellular	A0A577	TRBV4-1	TVB41_HUMAN
Intracellular	A0A539	TRBV4-2	TVB42_HUMAN
Intracellular	O15294	OGT	OGT1_HUMAN
Intracellular	Q9UI38	PRSS50	TSP50_HUMAN
Intracellular	Q96FC7	PHYHIPL	PHIPL_HUMAN
Intracellular	P62745	RHOB	RHOB_HUMAN
Intracellular	Q9H173	SIL1	SIL1_HUMAN
Intracellular	A0A0B4J277	TRAV22	TVA22_HUMAN
Intracellular	P08134	RHOC	RHOC_HUMAN
Intracellular	Q86TD4	SRL	SRCA_HUMAN
Intracellular	P10619	CTSA	PPGB_HUMAN
Intracellular	Q96JM2	ZNF462	ZN462_HUMAN
Intracellular	O14657	TOR1B	TOR1B_HUMAN
Intracellular	Q9NYU2	UGGT1	UGGG1_HUMAN
Intracellular	P10696	ALPG	PPBN_HUMAN
Intracellular	A0A0B4J240	TRAV10	TVA10_HUMAN
Intracellular	A0A087WT01	TRAV27	TVA27_HUMAN
Intracellular	Q6UX04	CWC27	CWC27_HUMAN
Intracellular	P56202	CTSW	CATW_HUMAN
Intracellular	P37198	NUP62	NUP62_HUMAN
Intracellular	Q8IVL5	P3H2	P3H2_HUMAN
Intracellular	O15460	P4HA2	P4HA2_HUMAN
Intracellular	Q9Y243	AKT3	AKT3_HUMAN
Intracellular	Q0P651	ABHD18	ABD18_HUMAN
Intracellular	P43234	CTSO	CATO_HUMAN
Intracellular	P09668	CTSH	CATH_HUMAN
Intracellular	P25063	CD24	CD24_HUMAN
Intracellular	P20933	AGA	ASPG_HUMAN
Intracellular	P17676	CEBPB	CEBPB_HUMAN
Intracellular	O00429	DNM1L	DNM1L_HUMAN
Intracellular	O00748	CES2	EST2_HUMAN
Intracellular	Q96HE7	ERO1A	ERO1A_HUMAN
Intracellular	P14222	PRF1	PERF_HUMAN
Intracellular	Q96L12	CALR3	CALR3_HUMAN
Intracellular	P07197	NEFM	NFM_HUMAN
Intracellular	O60911	CTSV	CATL2_HUMAN
Intracellular	Q9UBR2	CTSZ	CATZ_HUMAN
Intracellular	Q8IW45	NAXD	NNRD_HUMAN
Intracellular	Q9UNW1	MINPP1	MINP1_HUMAN
Intracellular	P34059	GALNS	GALNS_HUMAN
Intracellular	Q9UJJ9	GNPTG	GNPTG_HUMAN
Intracellular	P14314	PRKCSH	GLU2B_HUMAN
Intracellular	P51178	PLCD1	PLCD1_HUMAN
Intracellular	Q7Z4H8	POGLUT3	PLGT3_HUMAN
Intracellular	Q8IVL6	P3H3	P3H3_HUMAN
Intracellular	Q7Z4N8	P4HA3	P4HA3_HUMAN
Intracellular	Q9H488	POFUT1	OFUT1_HUMAN
Intracellular	P07196	NEFL	NFL_HUMAN
Intracellular	Q7RTY9	PRSS41	PRS41_HUMAN
Intracellular	Q92561	PHYHIP	PHYIP_HUMAN
Intracellular	P20618	PSMB1	PSB1_HUMAN
Intracellular	P13686	ACP5	PPA5_HUMAN
Intracellular	P16870	CPE	CBPE_HUMAN
